id,target
631083,1
631084,1
631085,1
631086,0
631087,1
631088,1
631089,0
631090,0
631091,1
631092,0
631093,0
631094,1
631095,0
631096,0
631097,0
631098,1
631099,0
631100,0
631101,1
631102,1
631103,1
631104,1
631105,0
631106,1
631107,0
631108,1
631109,1
631110,1
631111,1
631112,0
631113,1
631114,0
631115,1
631116,1
631117,1
631118,0
631119,1
631120,1
631121,0
631122,0
631123,1
631124,1
631125,1
631126,1
631127,1
631128,0
631129,1
631130,1
631131,0
631132,1
631133,0
631134,0
631135,1
631136,1
631137,1
631138,1
631139,0
631140,0
631141,0
631142,0
631143,1
631144,1
631145,1
631146,1
631147,1
631148,0
631149,1
631150,1
631151,1
631152,0
631153,0
631154,0
631155,0
631156,0
631157,1
631158,0
631159,0
631160,0
631161,0
631162,1
631163,0
631164,1
631165,0
631166,0
631167,0
631168,1
631169,1
631170,1
631171,0
631172,0
631173,0
631174,0
631175,1
631176,1
631177,0
631178,1
631179,1
631180,0
631181,1
631182,1
631183,0
631184,0
631185,1
631186,1
631187,1
631188,0
631189,1
631190,1
631191,0
631192,0
631193,1
631194,1
631195,0
631196,0
631197,0
631198,0
631199,1
631200,0
631201,1
631202,1
631203,0
631204,1
631205,1
631206,1
631207,1
631208,1
631209,1
631210,0
631211,0
631212,0
631213,1
631214,0
631215,1
631216,0
631217,0
631218,1
631219,0
631220,0
631221,0
631222,0
631223,0
631224,1
631225,1
631226,0
631227,1
631228,1
631229,1
631230,0
631231,1
631232,1
631233,1
631234,1
631235,0
631236,1
631237,0
631238,1
631239,0
631240,1
631241,0
631242,0
631243,1
631244,1
631245,1
631246,0
631247,0
631248,0
631249,1
631250,1
631251,0
631252,1
631253,0
631254,1
631255,1
631256,0
631257,1
631258,1
631259,0
631260,1
631261,1
631262,0
631263,1
631264,1
631265,0
631266,0
631267,0
631268,1
631269,0
631270,1
631271,1
631272,0
631273,1
631274,1
631275,0
631276,1
631277,0
631278,1
631279,0
631280,0
631281,0
631282,1
631283,1
631284,1
631285,1
631286,1
631287,1
631288,0
631289,0
631290,0
631291,1
631292,0
631293,0
631294,1
631295,0
631296,0
631297,0
631298,0
631299,1
631300,0
631301,0
631302,1
631303,0
631304,0
631305,0
631306,1
631307,0
631308,0
631309,1
631310,1
631311,0
631312,0
631313,1
631314,0
631315,1
631316,1
631317,0
631318,0
631319,1
631320,1
631321,0
631322,0
631323,1
631324,1
631325,1
631326,0
631327,1
631328,1
631329,0
631330,1
631331,0
631332,0
631333,0
631334,0
631335,1
631336,1
631337,1
631338,0
631339,0
631340,0
631341,0
631342,1
631343,0
631344,1
631345,0
631346,0
631347,0
631348,1
631349,0
631350,1
631351,1
631352,1
631353,1
631354,1
631355,1
631356,1
631357,1
631358,1
631359,0
631360,1
631361,1
631362,0
631363,0
631364,1
631365,1
631366,1
631367,1
631368,0
631369,1
631370,1
631371,1
631372,0
631373,1
631374,0
631375,0
631376,0
631377,1
631378,0
631379,1
631380,1
631381,1
631382,0
631383,1
631384,0
631385,0
631386,1
631387,1
631388,1
631389,1
631390,0
631391,0
631392,1
631393,1
631394,1
631395,0
631396,1
631397,0
631398,0
631399,1
631400,0
631401,1
631402,1
631403,1
631404,1
631405,1
631406,0
631407,1
631408,1
631409,0
631410,0
631411,0
631412,1
631413,0
631414,0
631415,0
631416,0
631417,0
631418,1
631419,0
631420,1
631421,1
631422,1
631423,0
631424,0
631425,0
631426,1
631427,0
631428,0
631429,0
631430,1
631431,1
631432,1
631433,1
631434,1
631435,1
631436,1
631437,0
631438,0
631439,1
631440,1
631441,0
631442,1
631443,0
631444,1
631445,0
631446,0
631447,0
631448,0
631449,0
631450,1
631451,1
631452,0
631453,0
631454,0
631455,1
631456,0
631457,1
631458,0
631459,1
631460,0
631461,0
631462,1
631463,1
631464,1
631465,1
631466,0
631467,1
631468,1
631469,0
631470,0
631471,1
631472,0
631473,1
631474,1
631475,0
631476,0
631477,0
631478,1
631479,0
631480,0
631481,1
631482,1
631483,0
631484,0
631485,1
631486,0
631487,0
631488,1
631489,1
631490,1
631491,0
631492,0
631493,0
631494,1
631495,1
631496,1
631497,0
631498,0
631499,1
631500,1
631501,0
631502,1
631503,1
631504,0
631505,0
631506,0
631507,0
631508,1
631509,1
631510,1
631511,0
631512,1
631513,0
631514,1
631515,1
631516,0
631517,0
631518,1
631519,1
631520,1
631521,0
631522,1
631523,1
631524,0
631525,1
631526,0
631527,1
631528,0
631529,0
631530,0
631531,1
631532,0
631533,0
631534,1
631535,1
631536,0
631537,1
631538,0
631539,1
631540,0
631541,0
631542,0
631543,1
631544,0
631545,0
631546,1
631547,1
631548,1
631549,0
631550,0
631551,0
631552,1
631553,0
631554,0
631555,1
631556,0
631557,1
631558,1
631559,1
631560,0
631561,1
631562,0
631563,1
631564,0
631565,0
631566,1
631567,1
631568,0
631569,1
631570,0
631571,0
631572,1
631573,0
631574,0
631575,0
631576,0
631577,0
631578,1
631579,1
631580,1
631581,1
631582,0
631583,0
631584,0
631585,1
631586,0
631587,1
631588,1
631589,0
631590,0
631591,0
631592,0
631593,0
631594,1
631595,1
631596,1
631597,1
631598,0
631599,0
631600,1
631601,1
631602,1
631603,0
631604,1
631605,1
631606,0
631607,0
631608,1
631609,0
631610,1
631611,0
631612,1
631613,1
631614,0
631615,1
631616,0
631617,0
631618,1
631619,1
631620,1
631621,1
631622,0
631623,0
631624,0
631625,0
631626,0
631627,0
631628,1
631629,1
631630,1
631631,1
631632,0
631633,0
631634,1
631635,0
631636,1
631637,0
631638,0
631639,0
631640,0
631641,1
631642,1
631643,0
631644,1
631645,0
631646,0
631647,0
631648,1
631649,0
631650,0
631651,0
631652,0
631653,0
631654,0
631655,1
631656,0
631657,0
631658,1
631659,1
631660,1
631661,1
631662,1
631663,0
631664,0
631665,0
631666,0
631667,1
631668,0
631669,1
631670,1
631671,1
631672,0
631673,0
631674,0
631675,1
631676,1
631677,0
631678,0
631679,0
631680,1
631681,0
631682,0
631683,0
631684,1
631685,1
631686,1
631687,0
631688,1
631689,1
631690,0
631691,1
631692,1
631693,1
631694,0
631695,1
631696,0
631697,1
631698,0
631699,1
631700,1
631701,1
631702,1
631703,1
631704,0
631705,0
631706,1
631707,1
631708,0
631709,1
631710,1
631711,1
631712,1
631713,0
631714,1
631715,1
631716,1
631717,0
631718,1
631719,0
631720,1
631721,0
631722,1
631723,0
631724,1
631725,1
631726,0
631727,1
631728,0
631729,0
631730,1
631731,1
631732,0
631733,1
631734,0
631735,1
631736,0
631737,1
631738,1
631739,1
631740,0
631741,1
631742,0
631743,1
631744,1
631745,0
631746,1
631747,0
631748,1
631749,1
631750,0
631751,1
631752,0
631753,0
631754,0
631755,0
631756,1
631757,0
631758,1
631759,0
631760,1
631761,0
631762,0
631763,1
631764,0
631765,1
631766,0
631767,1
631768,1
631769,1
631770,0
631771,1
631772,0
631773,1
631774,0
631775,0
631776,1
631777,1
631778,1
631779,0
631780,0
631781,0
631782,1
631783,1
631784,0
631785,0
631786,0
631787,0
631788,1
631789,1
631790,0
631791,0
631792,0
631793,1
631794,1
631795,1
631796,0
631797,0
631798,1
631799,1
631800,1
631801,1
631802,1
631803,0
631804,0
631805,0
631806,0
631807,1
631808,1
631809,0
631810,1
631811,0
631812,0
631813,0
631814,0
631815,1
631816,0
631817,0
631818,0
631819,0
631820,1
631821,0
631822,0
631823,0
631824,0
631825,1
631826,0
631827,1
631828,1
631829,1
631830,0
631831,1
631832,1
631833,0
631834,0
631835,0
631836,1
631837,1
631838,1
631839,1
631840,1
631841,0
631842,0
631843,0
631844,1
631845,0
631846,1
631847,1
631848,1
631849,1
631850,1
631851,0
631852,1
631853,1
631854,1
631855,1
631856,0
631857,1
631858,1
631859,0
631860,1
631861,0
631862,1
631863,0
631864,0
631865,0
631866,1
631867,1
631868,1
631869,0
631870,0
631871,0
631872,0
631873,0
631874,0
631875,0
631876,1
631877,1
631878,1
631879,1
631880,1
631881,0
631882,0
631883,1
631884,1
631885,0
631886,0
631887,0
631888,0
631889,0
631890,1
631891,1
631892,0
631893,0
631894,1
631895,0
631896,0
631897,1
631898,0
631899,0
631900,0
631901,0
631902,1
631903,0
631904,0
631905,0
631906,1
631907,1
631908,0
631909,1
631910,0
631911,0
631912,0
631913,1
631914,1
631915,1
631916,1
631917,1
631918,0
631919,1
631920,0
631921,1
631922,1
631923,1
631924,0
631925,1
631926,1
631927,0
631928,0
631929,0
631930,0
631931,1
631932,1
631933,1
631934,1
631935,1
631936,0
631937,0
631938,1
631939,1
631940,1
631941,0
631942,0
631943,1
631944,0
631945,0
631946,0
631947,0
631948,1
631949,1
631950,1
631951,0
631952,0
631953,1
631954,1
631955,1
631956,0
631957,0
631958,1
631959,0
631960,0
631961,0
631962,0
631963,0
631964,1
631965,0
631966,0
631967,0
631968,1
631969,1
631970,1
631971,1
631972,0
631973,0
631974,0
631975,1
631976,1
631977,0
631978,0
631979,1
631980,1
631981,0
631982,0
631983,0
631984,0
631985,1
631986,0
631987,0
631988,1
631989,0
631990,1
631991,0
631992,0
631993,0
631994,0
631995,0
631996,0
631997,0
631998,1
631999,0
632000,1
632001,0
632002,0
632003,1
632004,0
632005,1
632006,1
632007,0
632008,1
632009,0
632010,0
632011,0
632012,0
632013,1
632014,0
632015,1
632016,0
632017,1
632018,1
632019,1
632020,1
632021,0
632022,0
632023,0
632024,1
632025,0
632026,0
632027,1
632028,1
632029,0
632030,0
632031,1
632032,1
632033,1
632034,1
632035,0
632036,1
632037,1
632038,1
632039,1
632040,0
632041,1
632042,1
632043,1
632044,1
632045,0
632046,1
632047,0
632048,1
632049,0
632050,0
632051,0
632052,1
632053,1
632054,1
632055,0
632056,0
632057,0
632058,1
632059,0
632060,1
632061,1
632062,0
632063,0
632064,0
632065,0
632066,0
632067,1
632068,1
632069,0
632070,1
632071,1
632072,0
632073,1
632074,0
632075,1
632076,1
632077,1
632078,1
632079,0
632080,1
632081,1
632082,1
632083,1
632084,0
632085,0
632086,0
632087,1
632088,0
632089,0
632090,1
632091,0
632092,1
632093,1
632094,0
632095,0
632096,1
632097,0
632098,0
632099,1
632100,0
632101,0
632102,1
632103,0
632104,1
632105,1
632106,0
632107,0
632108,1
632109,0
632110,1
632111,0
632112,1
632113,0
632114,1
632115,0
632116,0
632117,0
632118,1
632119,1
632120,1
632121,0
632122,0
632123,0
632124,0
632125,0
632126,1
632127,1
632128,0
632129,0
632130,1
632131,1
632132,0
632133,0
632134,0
632135,1
632136,0
632137,1
632138,0
632139,0
632140,0
632141,1
632142,0
632143,1
632144,1
632145,0
632146,1
632147,1
632148,1
632149,0
632150,1
632151,0
632152,1
632153,1
632154,0
632155,1
632156,0
632157,1
632158,0
632159,0
632160,0
632161,0
632162,1
632163,0
632164,1
632165,0
632166,1
632167,1
632168,1
632169,0
632170,0
632171,1
632172,0
632173,1
632174,1
632175,1
632176,1
632177,1
632178,1
632179,0
632180,1
632181,0
632182,0
632183,1
632184,0
632185,1
632186,0
632187,0
632188,0
632189,0
632190,0
632191,0
632192,1
632193,0
632194,0
632195,1
632196,1
632197,0
632198,1
632199,0
632200,0
632201,0
632202,1
632203,1
632204,1
632205,0
632206,1
632207,1
632208,1
632209,0
632210,0
632211,0
632212,1
632213,1
632214,0
632215,0
632216,1
632217,0
632218,0
632219,1
632220,1
632221,0
632222,0
632223,1
632224,1
632225,0
632226,0
632227,0
632228,0
632229,0
632230,1
632231,1
632232,0
632233,0
632234,1
632235,0
632236,1
632237,1
632238,0
632239,1
632240,0
632241,0
632242,1
632243,1
632244,0
632245,1
632246,1
632247,0
632248,1
632249,0
632250,0
632251,0
632252,1
632253,1
632254,0
632255,1
632256,0
632257,1
632258,1
632259,0
632260,0
632261,0
632262,1
632263,0
632264,0
632265,1
632266,1
632267,0
632268,0
632269,0
632270,1
632271,1
632272,1
632273,1
632274,1
632275,1
632276,0
632277,0
632278,0
632279,1
632280,0
632281,0
632282,1
632283,0
632284,0
632285,1
632286,1
632287,1
632288,0
632289,1
632290,0
632291,0
632292,1
632293,1
632294,1
632295,1
632296,0
632297,1
632298,1
632299,1
632300,1
632301,0
632302,0
632303,0
632304,0
632305,0
632306,0
632307,0
632308,1
632309,0
632310,0
632311,1
632312,0
632313,1
632314,1
632315,0
632316,0
632317,1
632318,1
632319,0
632320,0
632321,0
632322,1
632323,1
632324,0
632325,1
632326,0
632327,0
632328,0
632329,0
632330,0
632331,1
632332,0
632333,1
632334,0
632335,0
632336,0
632337,0
632338,1
632339,1
632340,0
632341,0
632342,0
632343,1
632344,1
632345,0
632346,0
632347,0
632348,1
632349,0
632350,0
632351,1
632352,0
632353,1
632354,1
632355,1
632356,1
632357,1
632358,0
632359,0
632360,0
632361,0
632362,0
632363,0
632364,1
632365,0
632366,0
632367,0
632368,1
632369,0
632370,0
632371,0
632372,0
632373,1
632374,0
632375,0
632376,1
632377,1
632378,1
632379,1
632380,0
632381,1
632382,0
632383,0
632384,1
632385,1
632386,0
632387,0
632388,0
632389,1
632390,1
632391,0
632392,1
632393,1
632394,1
632395,0
632396,1
632397,0
632398,1
632399,1
632400,1
632401,1
632402,1
632403,0
632404,0
632405,1
632406,0
632407,1
632408,1
632409,1
632410,1
632411,1
632412,0
632413,0
632414,1
632415,0
632416,0
632417,0
632418,1
632419,1
632420,0
632421,0
632422,0
632423,0
632424,0
632425,1
632426,1
632427,1
632428,1
632429,0
632430,0
632431,1
632432,1
632433,1
632434,0
632435,0
632436,0
632437,0
632438,0
632439,1
632440,0
632441,1
632442,0
632443,0
632444,1
632445,1
632446,1
632447,0
632448,0
632449,0
632450,0
632451,1
632452,1
632453,0
632454,1
632455,1
632456,1
632457,0
632458,0
632459,1
632460,0
632461,0
632462,1
632463,0
632464,1
632465,0
632466,0
632467,0
632468,0
632469,0
632470,0
632471,0
632472,0
632473,1
632474,1
632475,1
632476,0
632477,0
632478,1
632479,0
632480,0
632481,1
632482,0
632483,0
632484,1
632485,1
632486,1
632487,0
632488,0
632489,1
632490,1
632491,1
632492,0
632493,0
632494,0
632495,1
632496,0
632497,1
632498,1
632499,1
632500,1
632501,1
632502,1
632503,1
632504,0
632505,1
632506,0
632507,1
632508,1
632509,1
632510,0
632511,0
632512,0
632513,0
632514,1
632515,1
632516,1
632517,1
632518,0
632519,0
632520,1
632521,0
632522,0
632523,1
632524,1
632525,1
632526,1
632527,0
632528,0
632529,1
632530,1
632531,1
632532,0
632533,0
632534,1
632535,1
632536,1
632537,0
632538,0
632539,0
632540,1
632541,0
632542,0
632543,1
632544,1
632545,1
632546,0
632547,0
632548,1
632549,0
632550,1
632551,0
632552,0
632553,1
632554,0
632555,1
632556,1
632557,1
632558,1
632559,1
632560,1
632561,1
632562,0
632563,1
632564,1
632565,1
632566,1
632567,1
632568,1
632569,0
632570,0
632571,0
632572,0
632573,0
632574,0
632575,0
632576,1
632577,0
632578,0
632579,0
632580,0
632581,1
632582,1
632583,0
632584,1
632585,1
632586,0
632587,1
632588,1
632589,1
632590,0
632591,1
632592,1
632593,1
632594,1
632595,1
632596,0
632597,0
632598,0
632599,0
632600,0
632601,1
632602,1
632603,1
632604,0
632605,0
632606,1
632607,1
632608,0
632609,1
632610,0
632611,1
632612,0
632613,1
632614,0
632615,0
632616,0
632617,1
632618,0
632619,0
632620,0
632621,1
632622,0
632623,1
632624,0
632625,1
632626,1
632627,0
632628,1
632629,1
632630,0
632631,1
632632,1
632633,1
632634,1
632635,1
632636,1
632637,1
632638,0
632639,0
632640,1
632641,0
632642,0
632643,0
632644,0
632645,1
632646,0
632647,0
632648,0
632649,1
632650,0
632651,0
632652,1
632653,0
632654,0
632655,0
632656,1
632657,0
632658,0
632659,0
632660,0
632661,0
632662,1
632663,0
632664,0
632665,1
632666,1
632667,0
632668,1
632669,1
632670,1
632671,1
632672,0
632673,0
632674,1
632675,0
632676,1
632677,0
632678,1
632679,1
632680,0
632681,1
632682,1
632683,1
632684,0
632685,0
632686,0
632687,1
632688,0
632689,0
632690,0
632691,0
632692,1
632693,0
632694,0
632695,0
632696,0
632697,0
632698,0
632699,1
632700,0
632701,0
632702,0
632703,0
632704,1
632705,1
632706,0
632707,1
632708,1
632709,1
632710,0
632711,0
632712,1
632713,0
632714,0
632715,0
632716,0
632717,1
632718,1
632719,0
632720,0
632721,0
632722,0
632723,1
632724,1
632725,0
632726,0
632727,1
632728,0
632729,0
632730,0
632731,1
632732,1
632733,1
632734,0
632735,0
632736,1
632737,0
632738,1
632739,1
632740,0
632741,0
632742,1
632743,0
632744,0
632745,1
632746,0
632747,1
632748,0
632749,1
632750,1
632751,1
632752,1
632753,1
632754,1
632755,1
632756,1
632757,0
632758,1
632759,1
632760,1
632761,0
632762,0
632763,1
632764,1
632765,0
632766,0
632767,0
632768,0
632769,1
632770,0
632771,0
632772,0
632773,0
632774,1
632775,0
632776,1
632777,1
632778,1
632779,1
632780,1
632781,0
632782,1
632783,0
632784,1
632785,1
632786,1
632787,1
632788,1
632789,1
632790,1
632791,0
632792,0
632793,1
632794,0
632795,0
632796,0
632797,1
632798,1
632799,1
632800,1
632801,0
632802,1
632803,0
632804,0
632805,1
632806,1
632807,0
632808,0
632809,0
632810,0
632811,0
632812,0
632813,1
632814,1
632815,0
632816,1
632817,1
632818,1
632819,1
632820,1
632821,1
632822,0
632823,0
632824,1
632825,0
632826,1
632827,0
632828,0
632829,0
632830,0
632831,0
632832,0
632833,0
632834,1
632835,0
632836,0
632837,1
632838,0
632839,0
632840,1
632841,1
632842,1
632843,1
632844,1
632845,0
632846,1
632847,0
632848,1
632849,1
632850,0
632851,0
632852,1
632853,1
632854,1
632855,1
632856,1
632857,1
632858,0
632859,0
632860,0
632861,1
632862,1
632863,0
632864,1
632865,1
632866,0
632867,0
632868,1
632869,0
632870,1
632871,0
632872,0
632873,0
632874,1
632875,1
632876,1
632877,0
632878,1
632879,1
632880,0
632881,0
632882,1
632883,1
632884,1
632885,0
632886,0
632887,0
632888,0
632889,1
632890,0
632891,1
632892,1
632893,1
632894,1
632895,1
632896,1
632897,0
632898,0
632899,0
632900,0
632901,1
632902,1
632903,1
632904,1
632905,1
632906,1
632907,0
632908,0
632909,1
632910,0
632911,0
632912,0
632913,0
632914,0
632915,0
632916,0
632917,1
632918,1
632919,0
632920,1
632921,0
632922,0
632923,1
632924,0
632925,1
632926,1
632927,0
632928,0
632929,0
632930,0
632931,1
632932,1
632933,1
632934,0
632935,0
632936,0
632937,1
632938,0
632939,0
632940,1
632941,1
632942,0
632943,1
632944,1
632945,1
632946,1
632947,0
632948,0
632949,1
632950,1
632951,1
632952,1
632953,0
632954,0
632955,1
632956,0
632957,1
632958,1
632959,1
632960,0
632961,0
632962,0
632963,1
632964,0
632965,1
632966,1
632967,1
632968,0
632969,0
632970,0
632971,0
632972,1
632973,0
632974,0
632975,1
632976,1
632977,1
632978,1
632979,0
632980,0
632981,0
632982,0
632983,1
632984,1
632985,0
632986,0
632987,0
632988,1
632989,1
632990,0
632991,0
632992,0
632993,1
632994,0
632995,0
632996,0
632997,1
632998,1
632999,1
633000,0
633001,1
633002,0
633003,1
633004,0
633005,1
633006,1
633007,1
633008,1
633009,1
633010,0
633011,1
633012,1
633013,0
633014,0
633015,0
633016,0
633017,1
633018,1
633019,1
633020,1
633021,0
633022,1
633023,1
633024,0
633025,1
633026,0
633027,0
633028,0
633029,1
633030,1
633031,1
633032,1
633033,1
633034,1
633035,0
633036,0
633037,0
633038,1
633039,0
633040,1
633041,0
633042,0
633043,0
633044,0
633045,1
633046,1
633047,1
633048,1
633049,0
633050,0
633051,0
633052,0
633053,0
633054,1
633055,1
633056,1
633057,0
633058,0
633059,1
633060,1
633061,1
633062,1
633063,1
633064,0
633065,1
633066,1
633067,1
633068,1
633069,0
633070,1
633071,0
633072,1
633073,0
633074,0
633075,0
633076,0
633077,1
633078,1
633079,0
633080,0
633081,0
633082,1
633083,0
633084,1
633085,0
633086,0
633087,0
633088,1
633089,0
633090,0
633091,1
633092,0
633093,0
633094,0
633095,0
633096,1
633097,1
633098,1
633099,1
633100,0
633101,0
633102,1
633103,1
633104,0
633105,1
633106,1
633107,0
633108,0
633109,0
633110,0
633111,0
633112,1
633113,1
633114,0
633115,1
633116,1
633117,1
633118,1
633119,1
633120,1
633121,1
633122,0
633123,0
633124,1
633125,0
633126,1
633127,1
633128,1
633129,1
633130,0
633131,0
633132,1
633133,0
633134,1
633135,1
633136,1
633137,1
633138,1
633139,1
633140,1
633141,0
633142,0
633143,1
633144,1
633145,0
633146,0
633147,1
633148,0
633149,0
633150,1
633151,0
633152,0
633153,1
633154,0
633155,1
633156,0
633157,0
633158,1
633159,1
633160,0
633161,1
633162,1
633163,0
633164,0
633165,1
633166,0
633167,1
633168,0
633169,1
633170,1
633171,0
633172,0
633173,1
633174,0
633175,0
633176,1
633177,0
633178,1
633179,0
633180,1
633181,1
633182,0
633183,1
633184,0
633185,1
633186,0
633187,1
633188,1
633189,1
633190,1
633191,0
633192,1
633193,0
633194,0
633195,0
633196,1
633197,1
633198,1
633199,0
633200,0
633201,1
633202,0
633203,0
633204,0
633205,1
633206,0
633207,0
633208,1
633209,0
633210,1
633211,0
633212,0
633213,0
633214,1
633215,1
633216,0
633217,0
633218,0
633219,0
633220,0
633221,0
633222,1
633223,1
633224,0
633225,1
633226,0
633227,0
633228,1
633229,0
633230,1
633231,1
633232,0
633233,1
633234,0
633235,0
633236,0
633237,1
633238,1
633239,0
633240,0
633241,0
633242,0
633243,1
633244,1
633245,1
633246,0
633247,1
633248,1
633249,0
633250,0
633251,0
633252,0
633253,1
633254,1
633255,1
633256,1
633257,0
633258,1
633259,1
633260,1
633261,0
633262,0
633263,0
633264,1
633265,0
633266,0
633267,0
633268,1
633269,1
633270,1
633271,1
633272,0
633273,0
633274,1
633275,0
633276,0
633277,1
633278,1
633279,0
633280,1
633281,0
633282,1
633283,0
633284,0
633285,1
633286,1
633287,1
633288,1
633289,0
633290,1
633291,0
633292,0
633293,0
633294,0
633295,1
633296,1
633297,1
633298,0
633299,1
633300,1
633301,1
633302,1
633303,0
633304,0
633305,1
633306,0
633307,1
633308,1
633309,1
633310,1
633311,0
633312,0
633313,1
633314,0
633315,0
633316,1
633317,0
633318,0
633319,0
633320,0
633321,0
633322,0
633323,1
633324,1
633325,1
633326,0
633327,1
633328,0
633329,0
633330,1
633331,0
633332,0
633333,0
633334,1
633335,0
633336,0
633337,1
633338,1
633339,1
633340,0
633341,1
633342,1
633343,1
633344,0
633345,0
633346,0
633347,1
633348,1
633349,0
633350,1
633351,1
633352,1
633353,0
633354,1
633355,0
633356,1
633357,1
633358,1
633359,0
633360,0
633361,1
633362,0
633363,0
633364,0
633365,1
633366,0
633367,0
633368,1
633369,0
633370,1
633371,1
633372,0
633373,1
633374,1
633375,1
633376,1
633377,0
633378,1
633379,1
633380,0
633381,0
633382,1
633383,1
633384,1
633385,1
633386,0
633387,1
633388,0
633389,1
633390,0
633391,1
633392,0
633393,0
633394,1
633395,1
633396,0
633397,1
633398,1
633399,1
633400,1
633401,1
633402,0
633403,0
633404,1
633405,1
633406,1
633407,0
633408,1
633409,0
633410,0
633411,0
633412,1
633413,1
633414,0
633415,1
633416,0
633417,0
633418,0
633419,1
633420,0
633421,0
633422,1
633423,1
633424,0
633425,1
633426,0
633427,1
633428,0
633429,0
633430,0
633431,0
633432,0
633433,1
633434,0
633435,0
633436,0
633437,1
633438,0
633439,1
633440,1
633441,1
633442,0
633443,1
633444,1
633445,1
633446,0
633447,0
633448,1
633449,1
633450,0
633451,1
633452,0
633453,0
633454,1
633455,1
633456,1
633457,0
633458,0
633459,0
633460,1
633461,1
633462,1
633463,0
633464,0
633465,0
633466,1
633467,1
633468,1
633469,1
633470,0
633471,0
633472,1
633473,0
633474,1
633475,1
633476,0
633477,0
633478,0
633479,0
633480,0
633481,1
633482,0
633483,0
633484,0
633485,1
633486,1
633487,1
633488,0
633489,1
633490,1
633491,1
633492,1
633493,1
633494,0
633495,0
633496,1
633497,0
633498,1
633499,1
633500,1
633501,1
633502,1
633503,0
633504,1
633505,1
633506,1
633507,1
633508,0
633509,0
633510,0
633511,0
633512,0
633513,0
633514,1
633515,1
633516,1
633517,1
633518,0
633519,1
633520,0
633521,1
633522,0
633523,1
633524,1
633525,0
633526,0
633527,1
633528,1
633529,0
633530,1
633531,0
633532,1
633533,1
633534,0
633535,0
633536,1
633537,0
633538,0
633539,0
633540,0
633541,1
633542,1
633543,1
633544,1
633545,1
633546,0
633547,0
633548,1
633549,1
633550,1
633551,0
633552,1
633553,0
633554,1
633555,0
633556,0
633557,1
633558,0
633559,1
633560,0
633561,0
633562,0
633563,1
633564,0
633565,0
633566,1
633567,1
633568,0
633569,0
633570,1
633571,0
633572,1
633573,0
633574,0
633575,1
633576,1
633577,1
633578,0
633579,1
633580,0
633581,1
633582,1
633583,0
633584,0
633585,0
633586,0
633587,1
633588,0
633589,0
633590,0
633591,0
633592,1
633593,1
633594,0
633595,1
633596,1
633597,1
633598,1
633599,0
633600,1
633601,1
633602,0
633603,1
633604,1
633605,0
633606,0
633607,1
633608,1
633609,0
633610,1
633611,1
633612,1
633613,1
633614,1
633615,0
633616,1
633617,1
633618,1
633619,0
633620,1
633621,0
633622,1
633623,0
633624,0
633625,1
633626,1
633627,0
633628,1
633629,0
633630,1
633631,1
633632,0
633633,0
633634,1
633635,0
633636,0
633637,0
633638,0
633639,1
633640,1
633641,1
633642,0
633643,1
633644,0
633645,1
633646,0
633647,0
633648,1
633649,0
633650,0
633651,1
633652,0
633653,1
633654,0
633655,0
633656,0
633657,0
633658,1
633659,1
633660,1
633661,1
633662,1
633663,1
633664,0
633665,0
633666,1
633667,0
633668,1
633669,1
633670,0
633671,1
633672,0
633673,1
633674,1
633675,1
633676,1
633677,1
633678,0
633679,1
633680,1
633681,0
633682,0
633683,0
633684,1
633685,0
633686,1
633687,0
633688,0
633689,1
633690,1
633691,1
633692,1
633693,0
633694,0
633695,1
633696,0
633697,1
633698,0
633699,1
633700,1
633701,0
633702,1
633703,1
633704,0
633705,0
633706,1
633707,1
633708,0
633709,0
633710,1
633711,1
633712,0
633713,0
633714,1
633715,0
633716,0
633717,0
633718,1
633719,1
633720,1
633721,1
633722,0
633723,1
633724,0
633725,0
633726,1
633727,0
633728,1
633729,1
633730,1
633731,1
633732,0
633733,0
633734,0
633735,0
633736,1
633737,1
633738,0
633739,1
633740,0
633741,1
633742,1
633743,0
633744,0
633745,0
633746,0
633747,0
633748,1
633749,1
633750,0
633751,0
633752,1
633753,1
633754,1
633755,0
633756,1
633757,0
633758,0
633759,0
633760,1
633761,0
633762,0
633763,0
633764,1
633765,1
633766,0
633767,1
633768,0
633769,0
633770,1
633771,1
633772,0
633773,1
633774,0
633775,1
633776,0
633777,0
633778,0
633779,1
633780,0
633781,0
633782,0
633783,1
633784,0
633785,1
633786,1
633787,1
633788,1
633789,1
633790,1
633791,1
633792,0
633793,0
633794,1
633795,1
633796,1
633797,1
633798,0
633799,1
633800,1
633801,1
633802,0
633803,0
633804,0
633805,1
633806,0
633807,1
633808,0
633809,1
633810,0
633811,0
633812,0
633813,1
633814,1
633815,1
633816,0
633817,0
633818,0
633819,1
633820,1
633821,1
633822,1
633823,1
633824,0
633825,1
633826,0
633827,1
633828,1
633829,1
633830,0
633831,1
633832,1
633833,1
633834,0
633835,1
633836,0
633837,0
633838,0
633839,1
633840,1
633841,0
633842,1
633843,1
633844,0
633845,0
633846,0
633847,0
633848,0
633849,1
633850,0
633851,1
633852,0
633853,1
633854,0
633855,0
633856,1
633857,0
633858,0
633859,0
633860,0
633861,1
633862,1
633863,1
633864,1
633865,0
633866,0
633867,1
633868,0
633869,0
633870,0
633871,1
633872,1
633873,0
633874,0
633875,1
633876,0
633877,0
633878,1
633879,1
633880,1
633881,1
